Voter File VANID,Sex,YEARXXScoreSName,DemPartySup2,NatTO,2020:CivSpan,2020:VolProp,TDPPartisan,BRResearchBetoSuppor,BRResearchBetoTurnou,DNCDemPartySupportV1,TO2022,Age,RaceName,PrecinctName
10813,M,34.36,65.5,51.87,3.52,,46.01,36.37,38.93,75.98,52.1,47.0,Hispanic,362.0
10814,F,46.19,95.48,97.17,3.01,84.0,98.73,92.25,76.92,96.59,86.45,33.0,Hispanic,547.0
10815,F,49.92,67.27,20.43,0.05,,54.45,42.63,11.8,65.33,6.83,49.0,African-American,1054.0
10816,M,18.9,91.46,96.99,44.98,35.0,97.7,96.6,80.83,93.18,82.21,61.0,Hispanic,901.0
10817,F,49.72,95.98,99.48,0.05,52.0,98.19,97.51,91.7,91.58,90.75,38.0,Caucasian,906.0
10818,M,65.48,79.75,43.87,0.09,42.0,74.84,65.89,58.6,76.82,61.66,49.0,Caucasian,149.0
10819,F,49.72,82.53,82.12,11.87,75.0,73.65,51.09,70.04,78.51,74.89,61.0,Hispanic,709.0
10820,M,65.48,87.38,87.04,0.04,44.0,83.31,46.54,79.0,73.99,76.84,53.0,Asian,709.0
10821,M,55.22,76.09,6.06,0.01,57.0,45.91,39.91,10.1,72.34,85.97,36.0,Caucasian,149.0
10822,M,62.65,65.38,15.6,0.35,66.0,52.8,35.96,10.54,51.14,10.99,72.0,Asian,709.0
10823,M,55.22,80.87,92.96,0.05,78.0,77.89,99.22,89.7,56.54,87.38,64.0,Caucasian,709.0
10824,F,39.65,90.0,67.27,0.06,,96.73,57.66,84.1,87.3,73.37,65.0,Caucasian,709.0
10825,F,18.9,69.05,98.98,0.19,59.0,87.23,93.35,95.6,66.19,83.67,79.0,Caucasian,603.0
10826,F,43.13,79.78,96.18,0.04,10.0,96.2,94.27,77.4,81.01,86.0,49.0,African-American,603.0
10827,F,65.48,56.02,23.02,0.06,,51.71,41.84,9.95,60.61,8.83,64.0,Asian,772.0
10828,M,67.24,51.12,90.08,0.04,98.0,90.86,80.39,80.0,59.45,84.11,43.0,Middle Eastern,709.0
10829,F,39.65,84.53,83.78,,90.0,88.61,65.35,36.8,71.11,36.56,44.0,Caucasian,149.0
10830,F,67.24,96.01,90.92,0.03,76.0,98.67,96.99,75.87,93.54,87.42,44.0,African-American,149.0
10831,F,49.72,85.37,37.17,52.6,13.0,74.23,62.06,53.38,80.03,44.48,83.0,Hispanic,709.0
10832,F,61.89,91.25,83.47,0.03,,96.13,48.72,68.0,80.76,74.99,55.0,Asian,1055.0
10833,F,51.94,45.16,88.71,2.84,,74.39,30.04,76.0,62.24,77.08,54.0,Hispanic,709.0
10834,F,70.26,35.18,59.95,0.01,,57.34,37.16,57.46,69.82,69.49,37.0,Vietnamese,772.0
10835,F,59.09,77.72,49.19,0.47,70.0,59.46,60.42,52.4,82.0,54.33,39.0,Caucasian,709.0
10836,F,52.94,96.08,99.28,0.13,87.0,98.26,99.72,95.0,92.68,96.4,59.0,Asian,709.0
10837,F,55.22,88.17,90.1,1.53,36.0,86.14,97.39,79.73,85.13,85.66,50.0,Hispanic,1056.0
10838,M,25.58,90.07,92.94,0.01,,79.8,98.35,88.4,85.6,76.56,75.0,Caucasian,522.0
10839,F,37.41,91.74,59.35,0.35,7.0,97.88,89.37,77.01,90.81,80.35,77.0,African-American,1056.0
10840,F,56.65,94.78,99.28,0.08,89.0,99.12,99.33,96.1,96.63,97.24,69.0,,509.0
10841,M,70.26,88.83,90.22,0.02,57.0,95.26,72.07,81.2,81.17,83.7,46.0,Caucasian,619.0
10842,F,34.36,41.17,31.75,0.71,59.0,47.21,39.88,9.26,57.85,20.49,32.0,Hispanic,522.0
10843,F,73.56,81.28,99.53,0.05,,63.12,93.25,93.0,56.25,94.08,45.0,Caucasian,619.0
10844,F,61.89,96.49,93.89,0.06,20.0,99.27,97.12,90.5,96.81,74.22,33.0,,119.0
10845,M,28.43,49.16,30.56,12.88,34.0,35.15,48.01,38.0,51.94,53.88,40.0,Hispanic,119.0
10846,F,49.92,95.21,99.64,11.49,91.0,99.31,95.75,81.69,96.59,97.13,71.0,Hispanic,1056.0
10847,M,43.46,65.29,83.8,0.21,9.0,48.49,21.63,59.16,57.78,80.13,41.0,Hispanic,923.0
10848,F,65.48,86.89,70.65,0.13,,75.41,43.66,42.8,83.95,56.58,36.0,Hispanic,619.0
10849,F,41.91,87.98,88.78,1.01,54.0,96.96,48.18,76.8,89.72,75.37,48.0,Caucasian,1056.0
10850,F,43.46,77.91,98.54,2.93,79.0,82.93,91.41,78.37,89.84,86.87,40.0,Hispanic,143.0
10851,M,37.37,93.96,98.79,29.39,67.0,98.66,98.88,81.69,94.24,88.49,74.0,Hispanic,619.0
10852,F,73.56,85.06,89.26,0.03,,84.62,96.11,88.0,76.33,86.64,58.0,Asian,772.0
10853,M,61.89,69.76,19.71,0.0,,41.51,25.57,9.61,74.6,9.54,60.0,Asian,619.0
10854,F,34.36,77.42,23.95,0.57,,66.38,69.79,60.93,71.42,59.0,64.0,Caucasian,1056.0
10855,F,51.94,67.34,18.4,0.03,76.0,58.54,47.37,8.92,63.15,6.77,35.0,Asian,1056.0
10856,F,39.65,91.63,53.9,0.06,94.0,94.61,96.59,84.3,93.71,68.59,45.0,African-American,1054.0
10857,F,49.72,71.78,25.16,0.09,,44.33,26.37,17.9,64.35,11.58,55.0,Caucasian,362.0
10858,F,33.7,88.81,93.24,0.08,92.0,97.3,96.43,90.8,90.9,81.86,33.0,Caucasian,1054.0
10859,M,70.26,82.96,82.75,0.26,68.0,82.84,54.99,71.23,83.27,71.75,63.0,Chinese,899.0
10860,M,28.43,82.84,67.18,0.14,,62.45,38.54,39.87,86.51,63.56,45.0,Caucasian,901.0
10861,F,63.5,91.56,92.29,0.91,65.0,97.12,20.7,78.2,90.08,85.32,59.0,Caucasian,709.0
10862,F,73.56,53.77,82.37,0.31,,53.08,45.89,79.6,58.24,81.36,62.0,Caucasian,899.0
10863,M,55.22,94.04,98.78,0.17,18.0,98.31,96.7,79.39,92.23,93.01,48.0,Caucasian,331.0
10864,M,39.65,54.28,95.54,0.01,95.0,88.71,23.31,81.8,70.84,83.27,66.0,Chinese,362.0
10865,F,39.65,74.72,41.16,0.03,30.0,72.29,65.88,43.01,65.18,51.91,37.0,African-American,522.0
10866,M,52.94,68.77,99.26,0.15,70.0,87.78,77.54,81.45,80.12,87.2,58.0,Caucasian,901.0
10867,F,25.58,82.09,69.95,0.07,81.0,89.04,93.28,74.52,78.18,74.24,41.0,African-American,1054.0
10868,M,39.65,85.45,63.24,0.04,70.0,75.26,79.59,50.22,78.41,64.12,45.0,African-American,1055.0
10869,F,63.5,93.66,98.23,0.07,91.0,97.72,93.83,96.1,91.96,92.46,69.0,Caucasian,899.0
10870,M,55.22,45.44,88.76,0.03,,38.24,34.82,82.4,51.05,77.01,75.0,Caucasian,362.0
10871,F,33.7,53.7,99.01,0.07,,81.49,97.9,96.1,56.79,91.78,74.0,African-American,362.0
10872,M,65.6,96.96,99.24,0.1,92.0,98.83,96.0,96.1,94.04,95.17,71.0,African-American,906.0
10873,F,33.7,84.8,83.36,0.03,26.0,95.65,84.31,86.9,83.87,80.31,85.0,Caucasian,362.0
10874,F,17.93,34.52,83.53,22.6,40.0,63.13,2.54,72.33,60.97,72.83,83.0,Hispanic,1054.0
10875,M,52.94,63.0,86.43,36.26,91.0,87.12,52.25,72.17,70.01,84.84,56.0,Hispanic,709.0
10876,F,22.85,62.03,25.47,60.64,,51.79,43.0,13.18,57.14,11.26,59.0,Hispanic,639.0
10877,F,61.89,51.48,27.37,0.02,,48.55,56.19,39.61,51.32,56.58,42.0,Asian,149.0
10878,M,26.91,52.29,68.49,0.49,,51.36,38.5,24.05,57.28,30.97,35.0,Hispanic,1078.0
10879,M,52.94,92.09,81.7,0.01,,91.02,94.22,80.6,85.57,78.95,35.0,Caucasian,639.0
10880,M,51.94,58.77,69.89,0.0,56.0,56.77,43.12,35.95,51.69,54.71,35.0,Vietnamese,709.0
10881,F,65.48,91.28,99.14,0.07,94.0,98.08,95.61,83.79,93.48,91.12,46.0,African-American,709.0
10882,F,18.9,84.68,93.31,0.44,54.0,96.99,59.43,85.5,88.58,79.06,68.0,Caucasian,1078.0
10883,M,51.94,76.16,45.15,0.09,73.0,67.67,69.32,41.73,56.63,56.35,35.0,Asian,709.0
10884,F,13.71,80.75,63.35,73.48,57.0,90.04,53.69,59.92,88.35,54.2,74.0,Hispanic,603.0
10885,F,13.65,94.24,85.4,26.04,58.0,98.88,74.0,77.09,94.95,83.64,76.0,Hispanic,603.0
10886,F,53.31,64.36,80.72,0.4,,62.32,66.5,65.88,56.73,74.02,36.0,Hispanic,709.0
10887,F,28.43,69.55,85.18,0.19,,33.41,24.88,78.2,58.33,75.8,59.0,Caucasian,639.0
10888,F,43.13,91.38,84.35,0.01,96.0,96.32,91.59,73.08,88.98,75.8,35.0,African-American,709.0
10889,F,49.72,80.22,83.05,20.78,,91.8,60.35,84.1,86.57,76.25,65.0,Caucasian,639.0
10890,M,70.58,28.58,97.54,0.06,84.0,59.72,45.31,53.46,58.55,81.3,40.0,Asian,772.0
10891,F,28.43,95.35,99.69,0.03,85.0,98.49,97.6,91.9,94.39,91.75,39.0,Caucasian,603.0
10892,F,67.24,86.75,99.17,0.04,93.0,97.18,96.7,93.1,88.52,96.37,46.0,African-American,709.0
10893,F,61.89,57.52,87.7,0.16,,49.27,60.3,76.8,59.35,78.59,48.0,Caucasian,709.0
10894,F,33.7,83.3,92.3,0.41,28.0,68.53,93.64,93.8,80.63,81.5,50.0,African-American,143.0
10895,M,58.47,83.07,71.28,0.02,82.0,72.49,77.83,13.7,64.75,19.38,33.0,African-American,803.0
10896,F,70.58,74.64,82.94,0.14,98.0,85.75,32.58,72.67,74.99,77.29,58.0,Asian,772.0
10897,F,49.72,89.73,90.46,0.02,95.0,87.43,91.44,79.65,87.91,89.34,60.0,African-American,143.0
10898,F,43.46,96.58,90.51,0.2,100.0,98.66,98.52,91.2,93.74,97.23,73.0,Caucasian,143.0
10899,F,55.22,81.56,62.35,0.03,,69.71,75.92,35.9,70.3,22.7,32.0,African-American,803.0
10900,F,18.9,90.89,53.38,0.42,14.0,92.72,89.18,79.1,88.06,68.19,32.0,African-American,893.0
10901,M,61.89,51.68,98.64,1.05,,51.18,83.16,74.72,55.2,90.33,43.0,Hispanic,1056.0
10902,F,39.65,95.14,98.21,0.05,100.0,98.91,98.71,90.5,94.6,90.54,33.0,African-American,149.0
10903,M,53.31,69.77,56.5,0.01,,71.75,49.7,39.5,78.53,52.72,33.0,Arab-Muslim,522.0
10904,F,62.65,93.67,90.75,0.04,,90.37,87.81,80.0,84.66,88.86,34.0,Hispanic,1056.0
10905,F,33.7,88.86,43.79,0.02,91.0,87.01,86.08,59.9,89.01,58.99,40.0,African-American,143.0
10906,F,57.0,95.08,99.79,0.18,54.0,98.65,96.8,92.2,93.39,94.54,41.0,African-American,511.0
10907,M,65.48,95.9,97.86,0.13,,98.49,96.36,96.0,94.59,89.44,68.0,Caucasian,772.0
10908,M,65.48,72.92,86.43,0.03,77.0,86.18,58.36,71.23,74.46,69.89,64.0,Asian,772.0
10909,M,58.47,62.78,94.05,6.27,57.0,52.17,53.01,64.34,72.06,86.12,44.0,Hispanic,143.0
10910,F,15.5,89.88,98.53,0.03,59.0,97.73,98.57,94.8,92.08,87.51,58.0,African-American,149.0
10911,F,61.89,93.06,78.54,15.78,60.0,99.19,87.31,72.08,96.26,82.5,47.0,Hispanic,803.0
10912,F,52.94,67.12,20.37,1.97,72.0,70.41,61.58,12.32,83.5,9.89,41.0,Hispanic,862.0
10913,F,58.47,95.58,99.03,0.02,100.0,98.84,95.07,94.4,95.76,95.66,55.0,Caucasian,511.0
10914,F,20.67,83.06,63.97,12.68,72.0,82.25,57.52,48.0,89.9,56.44,33.0,Hispanic,509.0
10915,F,39.65,72.53,22.6,0.61,72.0,51.91,59.25,40.2,53.32,57.7,43.0,Hispanic,893.0
10916,M,61.89,82.79,90.99,32.02,90.0,78.9,67.25,72.67,77.13,88.1,58.0,Hispanic,143.0
10917,M,28.43,65.91,84.44,0.03,,62.58,60.45,80.4,71.13,78.83,56.0,Jewish,1112.0
10918,F,34.36,34.7,89.85,18.19,,69.72,25.65,63.5,54.5,85.95,51.0,Hispanic,1112.0
10919,F,58.47,92.96,47.55,0.05,98.0,84.85,72.01,15.7,85.14,16.62,58.0,African-American,803.0
10920,M,65.48,91.84,97.99,0.06,,88.83,96.7,96.0,90.27,87.69,67.0,Native American,619.0
10921,F,49.72,90.35,98.24,0.05,74.0,93.5,95.02,78.11,89.23,87.38,39.0,Hispanic,143.0
10922,F,52.94,93.35,97.15,0.02,94.0,97.31,97.09,88.5,93.34,85.64,60.0,Caucasian,119.0
10923,M,63.5,82.45,27.25,0.01,,65.18,70.31,13.8,88.67,14.1,34.0,Caucasian,619.0
10924,M,22.85,88.86,88.24,59.02,15.0,86.66,51.44,67.15,89.19,81.19,52.0,Hispanic,119.0
10925,F,28.43,90.05,35.52,0.08,91.0,83.63,82.67,49.5,79.48,59.99,33.0,Caucasian,862.0
10926,M,35.94,24.28,77.01,9.8,,21.54,12.69,66.39,58.21,80.05,40.0,Hispanic,522.0
10927,M,49.72,93.79,99.55,0.26,64.0,96.92,79.17,91.5,88.43,90.71,37.0,African-American,893.0
10928,F,65.48,72.83,90.05,0.05,,58.37,63.82,71.6,74.67,80.37,37.0,Caucasian,143.0
10929,F,28.43,55.75,28.99,0.85,33.0,70.16,56.9,14.3,63.8,17.26,32.0,Hispanic,1054.0
10930,F,34.36,53.73,40.55,0.03,,56.35,38.55,73.1,55.69,87.96,48.0,Caucasian,1054.0
10931,M,43.13,83.72,75.06,1.7,40.0,91.22,50.34,62.05,84.05,70.92,40.0,Hispanic,149.0
10932,M,20.67,93.94,99.28,0.01,22.0,97.91,97.92,96.2,91.64,94.9,72.0,Caucasian,1056.0
10933,F,25.77,65.12,87.71,0.07,,39.56,10.27,41.6,52.29,47.85,75.0,Caucasian,893.0
10934,F,61.89,95.65,90.26,0.02,95.0,98.76,98.72,81.4,94.21,92.01,37.0,Caucasian,522.0
10935,F,49.92,66.88,67.14,0.06,16.0,94.01,85.75,84.5,81.23,84.56,46.0,African-American,1056.0
10936,F,57.0,35.75,99.53,0.17,,72.19,50.48,82.8,68.12,97.8,69.0,Caucasian,143.0
10937,F,65.6,87.96,87.74,0.03,98.0,79.85,88.9,86.2,69.49,83.36,60.0,Caucasian,772.0
10938,F,65.48,59.05,32.84,0.05,,47.16,43.55,9.35,54.29,10.63,40.0,Asian,143.0
10939,F,39.65,93.43,89.2,3.7,96.0,98.82,97.61,86.6,94.38,83.04,53.0,Caucasian,1112.0
10940,F,70.26,86.29,98.77,0.14,95.0,96.41,98.87,95.3,88.66,91.51,61.0,Greek,803.0
10941,F,48.05,77.87,17.51,0.05,61.0,73.36,39.32,10.71,74.2,7.57,73.0,Vietnamese,1056.0
10942,F,56.65,87.05,94.28,0.18,98.0,90.52,98.28,85.7,75.73,96.17,48.0,African-American,1056.0
10943,F,20.67,95.33,99.32,0.02,24.0,99.13,97.75,96.3,95.68,96.04,71.0,Hispanic,1056.0
10944,M,28.43,88.77,96.38,0.03,,63.72,98.11,77.8,88.12,78.47,37.0,Caucasian,149.0
10945,M,63.5,93.13,93.96,0.04,96.0,95.21,90.77,76.4,91.93,84.08,35.0,Caucasian,1056.0
10946,M,39.65,58.57,80.26,0.03,48.0,76.15,36.69,68.1,55.91,93.59,38.0,Caucasian,923.0
10947,M,34.36,78.35,29.91,28.26,75.0,60.37,31.15,9.69,77.19,12.73,47.0,Hispanic,511.0
10948,F,58.47,96.81,98.31,0.02,64.0,98.46,99.63,78.37,94.13,95.87,40.0,African-American,143.0
10949,F,58.47,96.57,98.9,1.24,97.0,98.89,99.54,77.69,94.5,94.69,35.0,Chinese,1056.0
10950,F,40.43,96.62,98.41,0.01,45.0,99.5,99.77,86.58,97.49,93.31,73.0,African-American,1056.0
10951,F,63.5,79.87,35.9,0.05,74.0,85.72,54.64,12.0,84.18,12.67,58.0,Caucasian,619.0
10952,F,70.26,97.06,99.74,0.03,88.0,99.5,99.86,91.9,97.52,98.13,39.0,Caucasian,143.0
10953,M,59.11,44.95,76.45,0.06,92.0,92.51,95.54,83.5,63.07,85.59,42.0,Caucasian,906.0
10954,F,35.94,73.86,83.55,0.02,30.0,76.17,80.44,68.13,66.7,77.1,33.0,African-American,893.0
10955,F,65.48,45.06,96.99,0.09,,32.68,39.94,69.1,60.93,81.52,39.0,Caucasian,522.0
10956,M,39.65,66.43,39.79,2.26,45.0,74.24,45.06,13.0,78.01,12.86,51.0,Hispanic,143.0
10957,F,49.72,89.91,65.55,0.09,,84.87,66.53,59.5,83.9,54.67,50.0,Caucasian,509.0
10958,F,28.43,95.77,52.19,0.3,16.0,98.61,95.27,84.3,93.05,76.94,45.0,African-American,522.0
10959,F,49.92,67.89,90.06,1.95,84.0,74.99,76.1,68.42,72.74,85.01,43.0,Hispanic,143.0
10960,F,61.89,85.66,77.1,0.15,66.0,83.75,98.87,64.3,72.63,61.31,48.0,African-American,511.0
10961,M,65.48,69.67,98.6,0.02,,73.08,70.58,92.6,75.69,92.02,67.0,Caucasian,893.0
10962,M,58.47,57.51,88.49,0.03,59.0,65.46,52.19,81.0,80.04,83.3,64.0,Asian,751.0
10963,M,70.58,96.26,99.66,0.01,83.0,99.34,99.86,95.8,97.37,97.66,77.0,African-American,522.0
10964,F,51.94,87.96,82.53,0.01,92.0,97.22,80.39,89.0,92.85,80.64,69.0,Caucasian,522.0
10965,F,70.58,92.64,99.8,0.05,39.0,98.23,99.86,95.9,91.18,98.9,67.0,Caucasian,522.0
10966,M,73.56,97.67,99.8,0.01,96.0,99.38,99.87,95.9,96.92,98.9,67.0,Caucasian,522.0
10967,M,83.07,89.45,99.7,0.03,88.0,97.0,99.63,96.1,85.04,98.0,74.0,Caucasian,772.0
10968,M,70.58,96.88,99.63,0.0,19.0,99.31,99.31,96.1,96.53,98.12,70.0,Caucasian,1112.0
10969,F,52.94,79.58,98.33,0.05,,89.28,98.48,95.1,86.74,89.95,82.0,Caucasian,772.0
10970,M,25.9,51.91,27.01,0.03,,69.36,10.01,16.6,61.96,13.07,35.0,African-American,639.0
10971,F,52.94,61.55,82.09,0.6,,63.12,40.61,57.88,74.18,75.26,38.0,Hispanic,149.0
10972,F,49.72,96.72,97.74,0.07,53.0,98.63,97.3,85.77,96.23,89.25,61.0,African-American,709.0
10973,M,56.65,80.78,82.86,0.12,,85.62,30.14,24.31,79.8,33.07,59.0,Asian,1055.0
10974,M,43.13,93.29,58.85,0.03,67.0,85.96,28.46,69.53,94.84,88.03,66.0,Chinese,1054.0
10975,M,34.36,89.37,85.79,0.03,,79.26,33.31,27.7,76.26,42.81,46.0,Caucasian,1078.0
10976,F,43.13,91.86,80.35,0.02,60.0,95.1,97.98,87.2,91.18,78.47,55.0,Caucasian,1054.0
10977,F,55.22,88.44,88.53,0.01,,97.86,64.49,83.6,89.33,81.97,51.0,Caucasian,522.0
10978,F,61.89,95.29,99.49,0.26,17.0,99.0,99.11,95.6,95.17,96.24,65.0,African-American,603.0
10979,F,73.56,93.58,99.07,0.07,98.0,92.11,99.01,80.32,92.84,90.39,56.0,Asian,899.0
10980,M,58.47,67.98,92.45,0.03,,96.18,98.48,95.1,84.35,84.57,61.0,Caucasian,1054.0
10981,M,22.85,87.14,49.22,0.01,91.0,91.02,90.97,72.54,80.55,63.25,35.0,African-American,149.0
10982,M,25.77,90.55,90.48,0.04,,92.8,88.82,86.4,88.02,82.12,52.0,Caucasian,603.0
10983,F,49.92,34.82,36.02,0.01,,45.77,60.72,42.8,69.73,59.33,36.0,Caucasian,522.0
10984,M,25.77,78.78,64.43,3.1,,88.85,65.83,79.0,75.81,67.55,52.0,Caucasian,603.0
10985,F,31.09,50.18,96.92,0.85,,39.54,96.19,94.9,61.98,85.74,83.0,Caucasian,143.0
10986,M,39.65,92.49,98.04,0.02,40.0,98.48,96.71,95.3,92.58,91.76,80.0,Jewish,709.0
10987,M,25.77,93.53,14.59,0.08,,42.86,37.92,22.7,91.09,2.06,78.0,Caucasian,509.0
10988,F,59.11,93.39,99.85,0.02,75.0,99.15,79.82,96.2,96.33,97.9,73.0,Jewish,639.0
10989,F,25.77,92.68,99.29,0.03,22.0,99.59,95.74,95.8,97.67,97.22,77.0,Caucasian,509.0
10990,M,61.89,90.95,92.48,2.31,88.0,98.26,92.04,83.5,94.72,94.82,43.0,Caucasian,1112.0
10991,F,61.89,90.83,64.33,0.18,64.0,97.74,93.91,77.94,89.36,76.49,53.0,African-American,991.0
10992,F,65.48,56.42,74.3,0.06,,40.79,20.24,15.21,68.49,21.22,40.0,Caucasian,511.0
10993,F,70.26,94.16,99.89,0.02,85.0,98.08,97.98,82.89,92.8,97.26,40.0,African-American,511.0
10994,F,70.58,92.71,92.45,0.04,91.0,94.53,97.03,83.3,88.44,89.48,42.0,Caucasian,1112.0
10995,F,18.9,74.06,16.63,8.53,69.0,55.93,44.63,11.98,56.72,10.49,36.0,Hispanic,121.0
10996,F,17.93,77.36,60.73,0.13,,63.5,44.52,51.3,66.72,49.94,83.0,Caucasian,119.0
10997,F,39.65,92.28,91.77,0.19,99.0,87.54,90.13,76.32,90.85,81.94,47.0,Hispanic,624.0
10998,M,29.12,48.91,66.49,3.95,36.0,54.67,60.4,58.48,50.63,73.1,33.0,Hispanic,1112.0
10999,F,10.29,70.04,21.61,5.54,43.0,57.23,40.01,12.15,55.85,9.97,37.0,Hispanic,991.0
11000,F,56.65,79.7,20.64,0.04,65.0,81.59,68.68,71.2,78.63,49.35,70.0,African-American,547.0
11001,M,41.04,82.46,44.37,3.86,80.0,70.4,53.83,43.01,81.23,39.91,37.0,Hispanic,991.0
11002,F,49.92,96.44,98.08,0.83,89.0,98.52,99.33,93.0,95.04,88.51,45.0,Hispanic,624.0
11003,F,35.94,96.2,61.56,0.03,89.0,98.56,97.12,78.48,94.69,86.07,55.0,African-American,1078.0
11004,M,9.61,79.6,11.54,0.16,46.0,73.9,52.36,12.69,63.16,14.77,36.0,African-American,991.0
11005,F,20.67,73.02,19.77,0.04,23.0,63.69,31.83,10.8,73.25,21.75,38.0,Caucasian,1078.0
11006,M,33.7,89.91,99.09,0.06,55.0,96.67,96.52,96.1,88.95,94.21,71.0,Caucasian,1086.0
11007,F,55.22,75.3,83.59,0.05,,77.1,36.74,85.4,71.03,78.54,76.0,Caucasian,143.0
11008,M,18.9,83.7,21.42,0.03,18.0,72.69,83.94,65.6,68.68,55.87,61.0,African-American,624.0
11009,F,18.9,95.47,99.2,40.05,7.0,99.28,99.61,80.07,96.38,97.17,85.0,Hispanic,547.0
11010,F,49.72,87.42,99.55,1.0,67.0,98.06,94.94,93.6,93.78,94.23,76.0,Caucasian,1054.0
11011,F,73.56,98.04,98.57,0.11,100.0,99.52,99.86,96.1,97.6,97.13,70.0,African-American,899.0
11012,F,49.72,93.19,89.62,0.17,56.0,96.83,93.2,89.7,90.72,83.53,80.0,African-American,1054.0
11013,M,43.13,90.73,88.12,0.11,79.0,97.88,87.04,88.9,92.05,84.56,76.0,Caucasian,547.0
11014,M,18.9,36.29,71.84,0.04,,28.44,3.1,67.8,60.76,66.31,80.0,Caucasian,1054.0
11015,F,35.94,46.85,99.14,0.06,,83.66,69.11,92.4,64.16,89.62,81.0,Caucasian,1054.0
11016,M,25.58,71.2,38.96,27.37,,58.88,25.08,9.69,81.54,12.04,76.0,Hispanic,1054.0
11017,M,39.65,92.98,99.03,0.03,87.0,99.24,98.85,96.1,96.25,93.75,74.0,Caucasian,1054.0
11018,F,17.93,95.31,99.57,5.36,37.0,99.15,97.89,96.0,95.28,94.87,77.0,Hispanic,547.0
11019,M,46.19,93.01,99.25,0.02,,96.24,91.64,95.4,91.64,91.17,62.0,African-American,906.0
11020,F,56.65,96.44,98.78,0.04,77.0,99.43,93.2,96.0,97.16,91.88,74.0,Caucasian,1054.0
11021,M,51.94,72.05,85.76,0.02,57.0,84.41,77.15,86.5,73.84,78.71,61.0,Caucasian,1054.0
11022,M,26.91,78.69,99.29,0.07,67.0,89.28,22.96,82.17,62.56,92.49,57.0,Caucasian,1054.0
11023,M,53.31,95.28,99.2,0.02,81.0,99.3,98.81,95.8,96.66,95.84,78.0,Caucasian,362.0
11024,F,25.58,96.3,99.7,0.08,47.0,99.33,98.65,96.0,96.68,97.74,74.0,Caucasian,362.0
11025,M,28.43,56.5,87.66,0.01,60.0,41.65,39.31,70.38,55.74,85.05,59.0,Caucasian,362.0
11026,F,37.37,71.1,18.38,11.8,,57.12,26.62,63.07,68.66,43.87,61.0,Hispanic,1054.0
11027,M,37.37,82.16,99.77,0.06,,85.37,88.35,91.3,89.11,92.01,57.0,Caucasian,1054.0
11028,F,63.5,80.54,99.78,0.09,95.0,98.19,99.62,96.1,90.99,98.03,69.0,Caucasian,1054.0
11029,F,5.0,93.79,88.87,0.03,8.0,94.42,92.08,89.9,90.04,87.01,65.0,African-American,509.0
11030,M,70.26,92.06,99.33,0.25,,98.72,99.45,95.6,94.16,95.16,64.0,Caucasian,619.0
11031,F,49.92,89.02,99.51,0.31,,96.63,94.08,96.1,91.31,97.13,74.0,Caucasian,1112.0
11032,F,43.46,93.76,84.3,0.19,52.0,98.57,98.33,91.3,92.97,87.42,72.0,Caucasian,1112.0
11033,M,63.5,16.62,88.22,0.01,55.0,64.9,12.18,82.7,53.77,76.28,52.0,Caucasian,119.0
11034,F,58.47,95.68,99.01,3.36,98.0,99.24,99.25,81.77,96.21,92.65,73.0,Hispanic,803.0
11035,F,51.94,95.91,99.04,0.63,88.0,98.1,99.3,95.9,92.7,94.53,67.0,Hispanic,803.0
11036,F,35.94,59.51,97.95,0.04,80.0,92.21,96.38,93.6,66.32,88.81,75.0,Caucasian,1112.0
11037,F,61.89,85.96,88.11,0.06,90.0,92.73,37.64,87.6,86.59,80.66,64.0,Caucasian,522.0
11038,F,65.48,93.34,99.68,0.03,45.0,97.11,99.25,95.3,90.31,98.11,81.0,Caucasian,143.0
11039,M,70.26,96.78,98.28,0.04,47.0,99.12,99.66,95.1,95.8,96.47,81.0,African-American,522.0
11040,F,35.94,92.28,98.46,35.65,66.0,96.7,89.6,81.6,93.21,89.18,67.0,Hispanic,1112.0
11041,F,37.41,82.9,38.06,0.01,34.0,87.38,42.93,10.53,83.4,15.64,54.0,African-American,143.0
11042,M,39.65,53.95,72.51,0.22,,53.08,27.07,69.53,62.45,74.57,78.0,Chinese,522.0
11043,F,41.04,67.89,99.16,30.0,,60.05,88.49,79.81,65.37,85.28,73.0,Hispanic,1056.0
11044,F,73.56,95.09,88.2,0.42,99.0,98.47,96.58,91.0,93.31,90.87,73.0,Asian-Indian,772.0
11045,M,65.6,95.05,99.58,0.01,87.0,98.89,99.04,96.0,94.95,97.69,75.0,Caucasian,619.0
11046,M,52.94,95.47,99.54,0.01,75.0,98.69,97.77,95.6,95.71,95.99,65.0,Caucasian,803.0
11047,F,61.89,91.33,98.28,3.85,,96.79,95.17,81.26,92.22,88.9,63.0,Hispanic,772.0
11048,F,56.65,60.78,98.92,0.01,79.0,91.63,59.89,92.3,81.74,91.51,78.0,Caucasian,143.0
11049,M,25.58,94.6,99.33,0.03,2.0,99.37,98.2,94.5,96.86,97.91,83.0,Caucasian,639.0
11050,F,20.67,93.73,98.03,0.06,21.0,99.31,99.32,81.69,96.56,97.58,69.0,African-American,639.0
11051,M,43.13,82.43,99.77,0.03,94.0,96.62,95.58,94.5,84.13,95.12,56.0,African-American,149.0
11052,M,55.22,60.52,99.74,0.03,,93.94,85.85,90.8,70.07,97.87,63.0,Caucasian,603.0
